id,chapterNo,chapterTitle,unitNo,unitTitle,wordNo,originalWord,word,translation,partOfSpeech,example,exampleZh,translationSource,exampleSource,qaFlags,source,note
1352,16,Places and Locations,86,Places in a City 2,4,hotel,hotel,飯店,,The word hotel helps us describe places.,酒店這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 4 hotel (n.) How many night:
1353,16,Places and Locations,86,Places in a City 2,5,hospital,hospital,醫院,,The word hospital helps us describe places.,醫院這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,* 5 hospital (a.)Q — My sick grandmc
1354,16,Places and Locations,86,Places in a City 2,6,police station,police station,警察局,,The word police station helps us describe places.,警察局這個詞可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,® 6 police station (n.) The thief was cau
1355,16,Places and Locations,86,Places in a City 2,7,fire station,fire station,消防局,,The word fire station helps us describe places.,消防局這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,*7 fire station (n.)@ There isa fire ste
1356,16,Places and Locations,86,Places in a City 2,8,court,court,法庭,,The word court helps us describe places.,法庭這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,#8 court (.)O The lawyers and
1357,16,Places and Locations,86,Places in a City 2,9,restroom,restroom,洗手間,,The word restroom helps us describe places.,洗手間這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,*® 9 restroom (n.)@ The kid rushed t
1358,16,Places and Locations,86,Places in a City 2,10,men's room,men's room,男廁,,The word men's room helps us describe places.,男廁這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,©10 men's room (n.)@) No women are al
1359,16,Places and Locations,86,Places in a City 2,11,women's room,women's room,女廁,,The word women's room helps us describe places.,「女廁所」這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 1 women's room (n.) She is using the
1360,16,Places and Locations,86,Places in a City 2,12,place,place,地方,,The word place helps us describe places.,地方這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,#12 place (© Lisa has been to
1361,16,Places and Locations,86,Places in a City 2,13,city,city,城市,,The word city helps us describe places.,城市這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,¥13 city (nO Ruth wants to ge
1362,16,Places and Locations,86,Places in a City 2,14,downtown,downtown,市中心,,The word downtown helps us describe places.,市中心這個詞可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,14 downtown (adv.) There are many t
1363,16,Places and Locations,86,Places in a City 2,15,town,town,鎮,,The word town helps us describe places.,城鎮這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,*15 town () Tim moved to a
1364,16,Places and Locations,86,Places in a City 2,16,museum,museum,博物館,,The word museum helps us describe places.,博物館這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,*16 museum (n)@ Father will take u
1365,16,Places and Locations,86,Places in a City 2,17,bookstore,bookstore,書店,,The word bookstore helps us describe places.,書店這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 17 bookstore (n.)@ The bookstore c
1366,16,Places and Locations,87,At the Playground,1,kindergarten,kindergarten,幼稚園,,The word kindergarten helps us describe places.,幼兒園這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,| @ 2 kindergarten (x) The children at
1367,16,Places and Locations,87,At the Playground,2,park,park,公園,,The word park helps us describe places.,公園這個詞幫助我們描述地方。,machine_translation,generated_example,duplicate_word,OCR from scanned page,| ®3 park (a) The name of thi
1368,16,Places and Locations,87,At the Playground,3,seesaw,seesaw,蹺蹺板,,The word seesaw helps us describe places.,蹺蹺板這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,| ® 4 seesaw (n.) The kids on the
1369,16,Places and Locations,87,At the Playground,4,swing,swing,鞦韆,,The word swing helps us describe places.,「搖擺」這個詞可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,*5 swing (1) O My brother can |
1370,16,Places and Locations,87,At the Playground,5,slide,slide,幻燈片,,The word slide helps us describe places.,幻燈片這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,* 6 slide(n.)O Don't stand up \
1371,16,Places and Locations,87,At the Playground,6,remind,remind,提醒,,The word remind helps us describe places.,「提醒」這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 7 remind (wv) The parents rem
1372,16,Places and Locations,87,At the Playground,7,give,give,給予,,The word give helps us describe places.,「給予」這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,#8 give (x) Please give me
1373,16,Places and Locations,87,At the Playground,8,wait,wait,等待,,The word wait helps us describe places.,等待這個字可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,* 9 wait (x) We all waited f
1374,16,Places and Locations,87,At the Playground,9,laugh,laugh,笑,,The word laugh helps us describe places.,笑這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,#10 laugh (») She is laughing
1375,16,Places and Locations,87,At the Playground,10,aloud,aloud,大聲地,,The word aloud helps us describe places.,大聲這個字可以幫助我們描述地方。,machine_translation,generated_example,duplicate_word,OCR from scanned page,© 11 aloud (adv.) The boy is laug}
1376,16,Places and Locations,87,At the Playground,11,hide,hide,隱藏,,The word hide helps us describe places.,隱藏這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,12 hide (x) Where does Ji
1377,16,Places and Locations,87,At the Playground,12,lie,lie,謊言,,The word lie helps us describe places.,謊言這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,#14 lie («) ‘We can lie ont
1378,16,Places and Locations,88,An Old Village,1,village,village,村莊,,The word village helps us describe places.,村莊這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,"© 1 village (a) @ eis froma small village, not a big"
1379,16,Places and Locations,88,An Old Village,2,farmer,farmer,農夫,n.[C],Uncle Lin is a corn farmer.,林叔叔是玉米農。,source_771,source_771,duplicate_word,OCR from scanned page,* 2 farmer (n.) Uncle Lin is a corn farmer. #ARiE!
1380,16,Places and Locations,88,An Old Village,3,farm,farm,農場,,The word farm helps us describe places.,農場這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,| #3 farm (form) (x) © There are many animals onthe farm.
1381,16,Places and Locations,88,An Old Village,4,hunter,hunter,獵人,,The word hunter helps us describe places.,獵人這個字幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,"5 hunter (n,) The hunters are"
1382,16,Places and Locations,88,An Old Village,5,expect,expect,期待,,The word expect helps us describe places.,期待這個詞可以幫助我們描述地點。,machine_translation,generated_example,,OCR from scanned page,*7 expect () Mom expects u:
1383,16,Places and Locations,88,An Old Village,6,trade,trade,貿易,,The word trade helps us describe places.,貿易這個詞幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 8 trade (n) The fisherman ri
1384,16,Places and Locations,88,An Old Village,7,describe,describe,描述,,The word describe helps us describe places.,描述這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© 9 describe (~) The sky is too be
1385,16,Places and Locations,88,An Old Village,8,wonderful,wonderful,太棒了,,The word wonderful helps us describe places.,「美妙」這個詞可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,*10 wonderful (2) What a wonderf
1386,16,Places and Locations,88,An Old Village,9,cene,cene,場景,,The word cene helps us describe places.,場景這個字幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© scene (x) Jeff looked out t
1387,16,Places and Locations,88,An Old Village,10,modern,modern,現代的,,The word modern helps us describe places.,現代這個詞可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,¥ 12 modern (a) Do you want to ¢
1388,16,Places and Locations,88,An Old Village,11,radition,radition,輻射,,The word radition helps us describe places.,輻射這個字可以幫助我們描述地方。,machine_translation,generated_example,,OCR from scanned page,© tradition (2) 0 Our family tradit
1389,16,Places and Locations,88,An Old Village,12,traditional,traditional,傳統的,,The word traditional helps us describe places.,傳統這個字可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,14 traditional (a) These houses wer
1390,16,Places and Locations,88,An Old Village,13,boring,boring,無聊的,,The word boring helps us describe places.,「無聊」這個詞可以幫助我們形容地方。,machine_translation,generated_example,,OCR from scanned page,#15 boring (a) The movie was so
